;i;j;cor;p
624;cvtd_timestamp.30.11.2011.17.12;gyros_belt_y;-0.119593635627833;0
625;num_window;gyros_belt_y;0.223070276783466;0
626;roll_belt;gyros_belt_y;0.457541335883361;0
627;pitch_belt;gyros_belt_y;-0.390335547895538;0
628;yaw_belt;gyros_belt_y;0.525029191879751;0
629;total_accel_belt;gyros_belt_y;0.405036952168957;0
630;gyros_belt_x;gyros_belt_y;0.32377331651611;0
631;X;gyros_belt_z;-0.00340122909985611;0.67990288265519
632;user_name.adelmo;gyros_belt_z;-0.0753018889500143;0
633;user_name.carlitos;gyros_belt_z;0.199072921001348;0
634;user_name.charles;gyros_belt_z;-0.071143909933167;0
635;user_name.eurico;gyros_belt_z;0.186207268965429;0
636;user_name.jeremy;gyros_belt_z;0.239041077694448;0
637;user_name.pedro;gyros_belt_z;-0.5113130136677;0
638;raw_timestamp_part_1;gyros_belt_z;-0.316342544721973;0
639;raw_timestamp_part_2;gyros_belt_z;-0.00205400478993538;0.803232093550983
640;cvtd_timestamp.02.12.2011.13.32;gyros_belt_z;-0.0141230011983981;0.0866553670951788
641;cvtd_timestamp.02.12.2011.13.33;gyros_belt_z;-0.0432600478094594;1,52E+07
642;cvtd_timestamp.02.12.2011.13.34;gyros_belt_z;-0.0389567166552783;2,27E+08
643;cvtd_timestamp.02.12.2011.13.35;gyros_belt_z;-0.035766371925626;1,42E+09
644;cvtd_timestamp.02.12.2011.14.56;gyros_belt_z;-0.0199234621831596;0.0156445250966051
645;cvtd_timestamp.02.12.2011.14.57;gyros_belt_z;-0.0417418112973282;4,07E+06
646;cvtd_timestamp.02.12.2011.14.58;gyros_belt_z;-0.0370909146156382;6,76E+08
647;cvtd_timestamp.02.12.2011.14.59;gyros_belt_z;-0.0304951099237322;0.000215476462887221
648;cvtd_timestamp.05.12.2011.11.23;gyros_belt_z;0.0448945211775391;5,07E+06
649;cvtd_timestamp.05.12.2011.11.24;gyros_belt_z;0.135001017026078;0
650;cvtd_timestamp.05.12.2011.11.25;gyros_belt_z;0.124928734355621;0
651;cvtd_timestamp.05.12.2011.14.22;gyros_belt_z;-0.157159879072511;0
652;cvtd_timestamp.05.12.2011.14.23;gyros_belt_z;-0.356739463080119;0
653;cvtd_timestamp.05.12.2011.14.24;gyros_belt_z;-0.296873524765174;0
654;cvtd_timestamp.28.11.2011.14.13;gyros_belt_z;0.09826287514026;0
655;cvtd_timestamp.28.11.2011.14.14;gyros_belt_z;0.108635699389986;0
656;cvtd_timestamp.28.11.2011.14.15;gyros_belt_z;0.0999529789887427;0
657;cvtd_timestamp.30.11.2011.17.10;gyros_belt_z;0.112884189626716;0
658;cvtd_timestamp.30.11.2011.17.11;gyros_belt_z;0.145965734581593;0
659;cvtd_timestamp.30.11.2011.17.12;gyros_belt_z;0.127409403500678;0
660;num_window;gyros_belt_z;0.063621249494413;1,11E+00
661;roll_belt;gyros_belt_z;-0.457249921904816;0
662;pitch_belt;gyros_belt_z;-0.110296686776634;0
663;yaw_belt;gyros_belt_z;-0.272389799440654;0
664;total_accel_belt;gyros_belt_z;-0.473987163361494;0
665;gyros_belt_x;gyros_belt_z;0.341289127592231;0
666;gyros_belt_y;gyros_belt_z;0.346038535596107;0
667;X;accel_belt_x;0.0163398215789348;0.0474485168075487
668;user_name.adelmo;accel_belt_x;0.915173426653241;0
669;user_name.carlitos;accel_belt_x;-0.166483443287809;0
670;user_name.charles;accel_belt_x;-0.240735269441128;0
671;user_name.eurico;accel_belt_x;-0.0363797982224128;1,01E+09
672;user_name.jeremy;accel_belt_x;-0.100377886699254;0
673;user_name.pedro;accel_belt_x;-0.464548802341044;0
674;raw_timestamp_part_1;accel_belt_x;-0.227548058919896;0
675;raw_timestamp_part_2;accel_belt_x;0.00855994236573473;0.299082057516514
676;cvtd_timestamp.02.12.2011.13.32;accel_belt_x;0.172186551974121;0
677;cvtd_timestamp.02.12.2011.13.33;accel_belt_x;0.494000371137053;0
678;cvtd_timestamp.02.12.2011.13.34;accel_belt_x;0.499419594016526;0
679;cvtd_timestamp.02.12.2011.13.35;accel_belt_x;0.440783265947974;0
680;cvtd_timestamp.02.12.2011.14.56;accel_belt_x;-0.0959563099306938;0
681;cvtd_timestamp.02.12.2011.14.57;accel_belt_x;-0.150970246551901;0
682;cvtd_timestamp.02.12.2011.14.58;accel_belt_x;-0.123409202743644;0
683;cvtd_timestamp.02.12.2011.14.59;accel_belt_x;-0.0722062302787102;0
684;cvtd_timestamp.05.12.2011.11.23;accel_belt_x;-0.0460605526328676;2,26E+06
685;cvtd_timestamp.05.12.2011.11.24;accel_belt_x;-0.116934304089007;0
686;cvtd_timestamp.05.12.2011.11.25;accel_belt_x;-0.0972571600157376;0
687;cvtd_timestamp.05.12.2011.14.22;accel_belt_x;-0.148738731929659;0
688;cvtd_timestamp.05.12.2011.14.23;accel_belt_x;-0.319450408338509;0
689;cvtd_timestamp.05.12.2011.14.24;accel_belt_x;-0.271965321051672;0
690;cvtd_timestamp.28.11.2011.14.13;accel_belt_x;-0.0260872890766339;0.00155018254029216
691;cvtd_timestamp.28.11.2011.14.14;accel_belt_x;-0.00181559303583945;0.825680225651805
692;cvtd_timestamp.28.11.2011.14.15;accel_belt_x;-0.0394461306469081;1,69E+08
693;cvtd_timestamp.30.11.2011.17.10;accel_belt_x;-0.0659831712727637;1,11E-01
694;cvtd_timestamp.30.11.2011.17.11;accel_belt_x;-0.0706248182430197;0
695;cvtd_timestamp.30.11.2011.17.12;accel_belt_x;-0.0264386854735628;0.00133768209189644
696;num_window;accel_belt_x;0.135731425271566;0
697;roll_belt;accel_belt_x;0.253320266935589;0
698;pitch_belt;accel_belt_x;-0.965089299552163;0
699;yaw_belt;accel_belt_x;0.706126926864067;0
700;total_accel_belt;accel_belt_x;0.168940875539019;0
701;gyros_belt_x;accel_belt_x;0.471875963782774;0
702;gyros_belt_y;accel_belt_x;0.442341805761342;0
703;gyros_belt_z;accel_belt_x;0.12043758670847;0
704;X;accel_belt_y;0.000197427617552727;0.98089293562255
705;user_name.adelmo;accel_belt_y;0.228534961878363;0
706;user_name.carlitos;accel_belt_y;-0.410662947932704;0
707;user_name.charles;accel_belt_y;0.50724261928045;0
708;user_name.eurico;accel_belt_y;-0.414692586653045;0
709;user_name.jeremy;accel_belt_y;-0.443406322201617;0
710;user_name.pedro;accel_belt_y;0.540369269344772;0
711;raw_timestamp_part_1;accel_belt_y;0.436349029865153;0
712;raw_timestamp_part_2;accel_belt_y;0.00131856149053104;0.872919346045664
713;cvtd_timestamp.02.12.2011.13.32;accel_belt_y;0.0502900888803299;1,03E+05
714;cvtd_timestamp.02.12.2011.13.33;accel_belt_y;0.132991049839021;0
715;cvtd_timestamp.02.12.2011.13.34;accel_belt_y;0.133179576913216;0
716;cvtd_timestamp.02.12.2011.13.35;accel_belt_y;0.0862712258695043;0
717;cvtd_timestamp.02.12.2011.14.56;accel_belt_y;0.128681940127027;0
718;cvtd_timestamp.02.12.2011.14.57;accel_belt_y;0.313116382484689;0
719;cvtd_timestamp.02.12.2011.14.58;accel_belt_y;0.295605057985354;0
720;cvtd_timestamp.02.12.2011.14.59;accel_belt_y;0.154771105105244;0
721;cvtd_timestamp.05.12.2011.11.23;accel_belt_y;-0.0902721890854106;0
722;cvtd_timestamp.05.12.2011.11.24;accel_belt_y;-0.268683152527316;0
723;cvtd_timestamp.05.12.2011.11.25;accel_belt_y;-0.268538959316229;0
724;cvtd_timestamp.05.12.2011.14.22;accel_belt_y;0.16402982206148;0
725;cvtd_timestamp.05.12.2011.14.23;accel_belt_y;0.383831447300552;0
726;cvtd_timestamp.05.12.2011.14.24;accel_belt_y;0.306879589240771;0
727;cvtd_timestamp.28.11.2011.14.13;accel_belt_y;-0.193581574468696;0
728;cvtd_timestamp.28.11.2011.14.14;accel_belt_y;-0.282075571704744;0
729;cvtd_timestamp.28.11.2011.14.15;accel_belt_y;-0.192962444455564;0
730;cvtd_timestamp.30.11.2011.17.10;accel_belt_y;-0.208328570250663;0
731;cvtd_timestamp.30.11.2011.17.11;accel_belt_y;-0.273809270617444;0
732;cvtd_timestamp.30.11.2011.17.12;accel_belt_y;-0.233838115266351;0
733;num_window;accel_belt_y;0.0498314274150656;1,46E+05
734;roll_belt;accel_belt_y;0.925638828363017;0
735;pitch_belt;accel_belt_y;0.0823036948017711;0
736;yaw_belt;accel_belt_y;0.601976438244909;0
737;total_accel_belt;accel_belt_y;0.927859690667774;0
738;gyros_belt_x;accel_belt_y;-0.274262457710777;0
739;gyros_belt_y;accel_belt_y;0.326931686487502;0
740;gyros_belt_z;accel_belt_y;-0.504309627740406;0
741;accel_belt_x;accel_belt_y;-0.0369413869881666;7,37E+08
742;X;accel_belt_z;-0.0752275787250208;0
743;user_name.adelmo;accel_belt_z;-0.454040003704371;0
744;user_name.carlitos;accel_belt_z;0.40558689233034;0
745;user_name.charles;accel_belt_z;-0.443531102413814;0
746;user_name.eurico;accel_belt_z;0.414173684097353;0
747;user_name.jeremy;accel_belt_z;0.507328004295473;0
748;user_name.pedro;accel_belt_z;-0.414430923454522;0
749;raw_timestamp_part_1;accel_belt_z;-0.401820127054243;0
750;raw_timestamp_part_2;accel_belt_z;-0.00185968976827427;0.821516866842651
751;cvtd_timestamp.02.12.2011.13.32;accel_belt_z;-0.0919285241967277;0
752;cvtd_timestamp.02.12.2011.13.33;accel_belt_z;-0.23081377564313;0
753;cvtd_timestamp.02.12.2011.13.34;accel_belt_z;-0.23579224099694;0
754;cvtd_timestamp.02.12.2011.13.35;accel_belt_z;-0.245738127091816;0
755;cvtd_timestamp.02.12.2011.14.56;accel_belt_z;-0.0965659912544643;0
756;cvtd_timestamp.02.12.2011.14.57;accel_belt_z;-0.238284304236554;0
757;cvtd_timestamp.02.12.2011.14.58;accel_belt_z;-0.25326872727631;0
758;cvtd_timestamp.02.12.2011.14.59;accel_belt_z;-0.209082637513392;0
759;cvtd_timestamp.05.12.2011.11.23;accel_belt_z;0.0919884457617411;0
760;cvtd_timestamp.05.12.2011.11.24;accel_belt_z;0.275950410557042;0
761;cvtd_timestamp.05.12.2011.11.25;accel_belt_z;0.25341900975585;0
762;cvtd_timestamp.05.12.2011.14.22;accel_belt_z;-0.127872335354012;0
763;cvtd_timestamp.05.12.2011.14.23;accel_belt_z;-0.272678884544574;0
764;cvtd_timestamp.05.12.2011.14.24;accel_belt_z;-0.259614943843991;0
765;cvtd_timestamp.28.11.2011.14.13;accel_belt_z;0.205981314924273;0
766;cvtd_timestamp.28.11.2011.14.14;accel_belt_z;0.272406887939708;0
767;cvtd_timestamp.28.11.2011.14.15;accel_belt_z;0.192481844169201;0
768;cvtd_timestamp.30.11.2011.17.10;accel_belt_z;0.243954622088982;0
769;cvtd_timestamp.30.11.2011.17.11;accel_belt_z;0.31602127707787;0
770;cvtd_timestamp.30.11.2011.17.12;accel_belt_z;0.259480040100845;0
771;num_window;accel_belt_z;-0.0537778334992218;6,65E+03
772;roll_belt;accel_belt_z;-0.992131869483349;0
773;pitch_belt;accel_belt_z;0.157958901049066;0
774;yaw_belt;accel_belt_z;-0.776475098782431;0
775;total_accel_belt;accel_belt_z;-0.974771145611726;0
776;gyros_belt_x;accel_belt_z;0.155804756478538;0
777;gyros_belt_y;accel_belt_z;-0.427121398177154;0
778;gyros_belt_z;accel_belt_z;0.471304715642502;0
779;accel_belt_x;accel_belt_z;-0.205889087042155;0
780;accel_belt_y;accel_belt_z;-0.93385369986443;0
781;X;magnet_belt_x;0.0216823062906882;0.00852506587181878
782;user_name.adelmo;magnet_belt_x;0.895729805402444;0
783;user_name.carlitos;magnet_belt_x;-0.356158197083391;0
784;user_name.charles;magnet_belt_x;-0.219148335726546;0
785;user_name.eurico;magnet_belt_x;-0.0435736944304818;1,23E+07
786;user_name.jeremy;magnet_belt_x;-0.0399477600129252;1,25E+08
787;user_name.pedro;magnet_belt_x;-0.320597009726114;0
788;raw_timestamp_part_1;magnet_belt_x;-0.263680037617136;0
789;raw_timestamp_part_2;magnet_belt_x;0.00902675642396348;0.273501212602875
790;cvtd_timestamp.02.12.2011.13.32;magnet_belt_x;0.205083039121267;0
791;cvtd_timestamp.02.12.2011.13.33;magnet_belt_x;0.471081618696669;0
792;cvtd_timestamp.02.12.2011.13.34;magnet_belt_x;0.473639809910745;0
793;cvtd_timestamp.02.12.2011.13.35;magnet_belt_x;0.446875295874998;0
794;cvtd_timestamp.02.12.2011.14.56;magnet_belt_x;-0.0444418641695691;6,90E+06
795;cvtd_timestamp.02.12.2011.14.57;magnet_belt_x;-0.159523677044039;0
796;cvtd_timestamp.02.12.2011.14.58;magnet_belt_x;-0.122144843634953;0
797;cvtd_timestamp.02.12.2011.14.59;magnet_belt_x;-0.0451513776953242;4,25E+06
798;cvtd_timestamp.05.12.2011.11.23;magnet_belt_x;-0.088083335475525;0
799;cvtd_timestamp.05.12.2011.11.24;magnet_belt_x;-0.231812832562893;0
800;cvtd_timestamp.05.12.2011.11.25;magnet_belt_x;-0.230539732046025;0
801;cvtd_timestamp.05.12.2011.14.22;magnet_belt_x;-0.0965741938106074;0
802;cvtd_timestamp.05.12.2011.14.23;magnet_belt_x;-0.228290067593019;0
803;cvtd_timestamp.05.12.2011.14.24;magnet_belt_x;-0.18180843153605;0
804;cvtd_timestamp.28.11.2011.14.13;magnet_belt_x;-0.00916332763851775;0.266308734989349
805;cvtd_timestamp.28.11.2011.14.14;magnet_belt_x;-0.0712250840714285;0
806;cvtd_timestamp.28.11.2011.14.15;magnet_belt_x;0.0261641495013267;0.00150120791061181
807;cvtd_timestamp.30.11.2011.17.10;magnet_belt_x;-0.0215463734364531;0.00894787487180371
808;cvtd_timestamp.30.11.2011.17.11;magnet_belt_x;-0.0393280226069378;1,82E+08
809;cvtd_timestamp.30.11.2011.17.12;magnet_belt_x;-0.00204661074464539;0.803925963659757
810;num_window;magnet_belt_x;0.107389521906602;0
811;roll_belt;magnet_belt_x;0.347754884321463;0
812;pitch_belt;magnet_belt_x;-0.878147855792082;0
813;yaw_belt;magnet_belt_x;0.732660111789848;0
814;total_accel_belt;magnet_belt_x;0.283071041569591;0
815;gyros_belt_x;magnet_belt_x;0.430891568062543;0
816;gyros_belt_y;magnet_belt_x;0.392675346420594;0
817;gyros_belt_z;magnet_belt_x;0.0256335835857182;0.00187051926467741
818;accel_belt_x;magnet_belt_x;0.889277962563289;0
819;accel_belt_y;magnet_belt_x;0.0851292571282945;0
820;accel_belt_z;magnet_belt_x;-0.297971250503049;0
821;X;magnet_belt_y;-0.249096429765434;0
822;user_name.adelmo;magnet_belt_y;0.0371454785826729;6,56E+08
823;user_name.carlitos;magnet_belt_y;0.0831576727384293;0
824;user_name.charles;magnet_belt_y;-0.0518928084542381;2,99E+04
825;user_name.eurico;magnet_belt_y;-0.353942195286024;0
826;user_name.jeremy;magnet_belt_y;0.455321307530234;0
827;user_name.pedro;magnet_belt_y;-0.203222395274605;0
828;raw_timestamp_part_1;magnet_belt_y;0.0292843303937116;0.000380618805548738
829;raw_timestamp_part_2;magnet_belt_y;-0.0124738362240143;0.130221687409231
830;cvtd_timestamp.02.12.2011.13.32;magnet_belt_y;-0.0118075866654898;0.152029869666649
831;cvtd_timestamp.02.12.2011.13.33;magnet_belt_y;0.102639542403788;0
832;cvtd_timestamp.02.12.2011.13.34;magnet_belt_y;0.0815274524748153;0
833;cvtd_timestamp.02.12.2011.13.35;magnet_belt_y;-0.137664588878182;0
834;cvtd_timestamp.02.12.2011.14.56;magnet_belt_y;0.0244381910214432;0.0030270490555846
835;cvtd_timestamp.02.12.2011.14.57;magnet_belt_y;0.0739821877656199;0
836;cvtd_timestamp.02.12.2011.14.58;magnet_belt_y;-0.0117026452648816;0.155704711241269
837;cvtd_timestamp.02.12.2011.14.59;magnet_belt_y;-0.233911024679531;0
838;cvtd_timestamp.05.12.2011.11.23;magnet_belt_y;0.0255321815021839;0.00194996472921782
839;cvtd_timestamp.05.12.2011.11.24;magnet_belt_y;0.0879652297054478;0
840;cvtd_timestamp.05.12.2011.11.25;magnet_belt_y;0.0176094045223817;0.032653520994955
841;cvtd_timestamp.05.12.2011.14.22;magnet_belt_y;-0.0682947442674766;1,11E-02
842;cvtd_timestamp.05.12.2011.14.23;magnet_belt_y;-0.0736695909870034;0
843;cvtd_timestamp.05.12.2011.14.24;magnet_belt_y;-0.194508486800905;0
844;cvtd_timestamp.28.11.2011.14.13;magnet_belt_y;-0.121102969704481;0
845;cvtd_timestamp.28.11.2011.14.14;magnet_belt_y;-0.266348828268701;0
846;cvtd_timestamp.28.11.2011.14.15;magnet_belt_y;-0.17520275395389;0
847;cvtd_timestamp.30.11.2011.17.10;magnet_belt_y;0.240019281433273;0
848;cvtd_timestamp.30.11.2011.17.11;magnet_belt_y;0.299335718707574;0
849;cvtd_timestamp.30.11.2011.17.12;magnet_belt_y;0.196399484273712;0
850;num_window;magnet_belt_y;0.164520306407316;0
851;roll_belt;magnet_belt_y;-0.214733480636626;0
852;pitch_belt;magnet_belt_y;-0.0919931834568104;0
853;yaw_belt;magnet_belt_y;-0.0621343383571655;4,53E+00
854;total_accel_belt;magnet_belt_y;-0.212726140005795;0
855;gyros_belt_x;magnet_belt_y;0.113429254998189;0
856;gyros_belt_y;magnet_belt_y;0.0593395767469435;5,82E+01
857;gyros_belt_z;magnet_belt_y;0.136075120262642;0
858;accel_belt_x;magnet_belt_y;0.0134508200881134;0.102730341616646
859;accel_belt_y;magnet_belt_y;-0.199953691099899;0
860;accel_belt_z;magnet_belt_y;0.298716047506542;0
861;magnet_belt_x;magnet_belt_y;-0.0504368186843345;9,23E+04
862;X;magnet_belt_z;-0.149184601141679;0
863;user_name.adelmo;magnet_belt_z;0.164074399323503;0
864;user_name.carlitos;magnet_belt_z;0.224778919642605;0
865;user_name.charles;magnet_belt_z;0.0168072951269392;0.041450596308003
866;user_name.eurico;magnet_belt_z;-0.461582524685901;0
867;user_name.jeremy;magnet_belt_z;0.234350441295437;0
868;user_name.pedro;magnet_belt_z;-0.221523901041509;0
869;raw_timestamp_part_1;magnet_belt_z;0.21607544479535;0
870;raw_timestamp_part_2;magnet_belt_z;-0.0138159446808206;0.0937269984777949
871;cvtd_timestamp.02.12.2011.13.32;magnet_belt_z;-0.0072519982229252;0.379003937619908
872;cvtd_timestamp.02.12.2011.13.33;magnet_belt_z;0.153373424214305;0
873;cvtd_timestamp.02.12.2011.13.34;magnet_belt_z;0.149795056067528;0
874;cvtd_timestamp.02.12.2011.13.35;magnet_belt_z;-0.0467585016069383;1,38E+06
875;cvtd_timestamp.02.12.2011.14.56;magnet_belt_z;0.0243109290377238;0.00318254630177084
876;cvtd_timestamp.02.12.2011.14.57;magnet_belt_z;0.103100838196662;0
877;cvtd_timestamp.02.12.2011.14.58;magnet_belt_z;0.0217120629435351;0.00843492816544833
878;cvtd_timestamp.02.12.2011.14.59;magnet_belt_z;-0.170475745873366;0
879;cvtd_timestamp.05.12.2011.11.23;magnet_belt_z;0.0539844542651393;5,62E+03
880;cvtd_timestamp.05.12.2011.11.24;magnet_belt_z;0.17804463556737;0
881;cvtd_timestamp.05.12.2011.11.25;magnet_belt_z;0.113820435668551;0
882;cvtd_timestamp.05.12.2011.14.22;magnet_belt_z;-0.078830162143582;0
883;cvtd_timestamp.05.12.2011.14.23;magnet_belt_z;-0.0987150357880797;0
884;cvtd_timestamp.05.12.2011.14.24;magnet_belt_z;-0.188131379915785;0
885;cvtd_timestamp.28.11.2011.14.13;magnet_belt_z;-0.245326905287304;0
886;cvtd_timestamp.28.11.2011.14.14;magnet_belt_z;-0.360831095140747;0
887;cvtd_timestamp.28.11.2011.14.15;magnet_belt_z;-0.117889171898023;0
888;cvtd_timestamp.30.11.2011.17.10;magnet_belt_z;0.125986607724451;0
889;cvtd_timestamp.30.11.2011.17.11;magnet_belt_z;0.16887835335443;0
890;cvtd_timestamp.30.11.2011.17.12;magnet_belt_z;0.0821831738793632;0
891;num_window;magnet_belt_z;0.118193407903112;0
892;roll_belt;magnet_belt_z;-0.0728648285018878;0
893;pitch_belt;magnet_belt_z;-0.131023076812385;0
894;yaw_belt;magnet_belt_z;0.0850919610042122;0
895;total_accel_belt;magnet_belt_z;-0.0603995033076562;2,24E+01
896;gyros_belt_x;magnet_belt_z;0.234089078681089;0
897;gyros_belt_y;magnet_belt_z;0.121672921916992;0
898;gyros_belt_z;magnet_belt_z;0.0877807946284283;0
899;accel_belt_x;magnet_belt_z;0.0760243308930432;0
900;accel_belt_y;magnet_belt_z;-0.0877542488536398;0
901;accel_belt_z;magnet_belt_z;0.13976398437795;0
902;magnet_belt_x;magnet_belt_z;0.115254708700599;0
903;magnet_belt_y;magnet_belt_z;0.770215750750687;0
904;X;roll_arm;0.0679583144185112;2,22E-02
905;user_name.adelmo;roll_arm;-0.227468950575648;0
906;user_name.carlitos;roll_arm;0.198677374739142;0
907;user_name.charles;roll_arm;-0.411388016845987;0
908;user_name.eurico;roll_arm;0.426000744776646;0
909;user_name.jeremy;roll_arm;-0.116685656149742;0
910;user_name.pedro;roll_arm;0.189651788977665;0
911;raw_timestamp_part_1;roll_arm;-0.0558648311407628;1,18E+03
912;raw_timestamp_part_2;roll_arm;-0.00585044666995113;0.477884670563692
913;cvtd_timestamp.02.12.2011.13.32;roll_arm;-0.0606574067635786;1,77E+01
914;cvtd_timestamp.02.12.2011.13.33;roll_arm;-0.0724249156319101;0
915;cvtd_timestamp.02.12.2011.13.34;roll_arm;-0.106665718375052;0
916;cvtd_timestamp.02.12.2011.13.35;roll_arm;-0.178867448332969;0
917;cvtd_timestamp.02.12.2011.14.56;roll_arm;0.0583530597366374;1,39E+01
918;cvtd_timestamp.02.12.2011.14.57;roll_arm;-0.286572255599064;0
919;cvtd_timestamp.02.12.2011.14.58;roll_arm;-0.245849698222851;0
920;cvtd_timestamp.02.12.2011.14.59;roll_arm;-0.174293577751215;0
921;cvtd_timestamp.05.12.2011.11.23;roll_arm;-0.2011339990652;0
922;cvtd_timestamp.05.12.2011.11.24;roll_arm;0.091263797032786;0
923;cvtd_timestamp.05.12.2011.11.25;roll_arm;0.258964353129498;0
924;cvtd_timestamp.05.12.2011.14.22;roll_arm;-0.027244660811668;0.000947752509347422
925;cvtd_timestamp.05.12.2011.14.23;roll_arm;0.160349119202066;0
926;cvtd_timestamp.05.12.2011.14.24;roll_arm;0.123436976558379;0
927;cvtd_timestamp.28.11.2011.14.13;roll_arm;0.169666258393584;0
928;cvtd_timestamp.28.11.2011.14.14;roll_arm;0.300464435925372;0
929;cvtd_timestamp.28.11.2011.14.15;roll_arm;0.213906107334781;0
930;cvtd_timestamp.30.11.2011.17.10;roll_arm;-0.0546647782417061;3,22E+03
931;cvtd_timestamp.30.11.2011.17.11;roll_arm;-0.0715455020976471;0
932;cvtd_timestamp.30.11.2011.17.12;roll_arm;-0.0622522773947935;4,06E+00
933;num_window;roll_arm;-0.131127933546055;0
934;roll_belt;roll_arm;-0.369101330685676;0
935;pitch_belt;roll_arm;0.170075087918175;0
936;yaw_belt;roll_arm;-0.334926416191535;0
937;total_accel_belt;roll_arm;-0.358602108103192;0
938;gyros_belt_x;roll_arm;-0.249841112964964;0
939;gyros_belt_y;roll_arm;-0.369990997446142;0
940;gyros_belt_z;roll_arm;0.0269280528497974;0.00108629920438319
941;accel_belt_x;roll_arm;-0.196470370397215;0
942;accel_belt_y;roll_arm;-0.29659763502663;0
943;accel_belt_z;roll_arm;0.335208663715714;0
944;magnet_belt_x;roll_arm;-0.20710808762952;0
945;magnet_belt_y;roll_arm;-0.164021679485658;0
946;magnet_belt_z;roll_arm;-0.207002239405174;0
947;X;pitch_arm;-0.189611023206081;0
948;user_name.adelmo;pitch_arm;0.159684891063545;0
949;user_name.carlitos;pitch_arm;-0.127761199290812;0
950;user_name.charles;pitch_arm;-0.120111208233009;0
951;user_name.eurico;pitch_arm;-0.0296626946093311;0.000319322776373032
952;user_name.jeremy;pitch_arm;0.0723154396739787;0
953;user_name.pedro;pitch_arm;0.038820710151085;2,46E+08
954;raw_timestamp_part_1;pitch_arm;-0.0451569687752471;4,24E+05
955;raw_timestamp_part_2;pitch_arm;0.00150618727946639;0.855024111242377
956;cvtd_timestamp.02.12.2011.13.32;pitch_arm;0.140797839029669;0
957;cvtd_timestamp.02.12.2011.13.33;pitch_arm;0.260773444809002;0
958;cvtd_timestamp.02.12.2011.13.34;pitch_arm;0.0509387217934706;6,28E+03
959;cvtd_timestamp.02.12.2011.13.35;pitch_arm;-0.12822429986617;0
960;cvtd_timestamp.02.12.2011.14.56;pitch_arm;-0.186592378668114;0
961;cvtd_timestamp.02.12.2011.14.57;pitch_arm;-0.0770354421788794;0
962;cvtd_timestamp.02.12.2011.14.58;pitch_arm;-0.0223533558152181;0.0066885118804918
963;cvtd_timestamp.02.12.2011.14.59;pitch_arm;-0.000455065053813423;0.955976907052981
964;cvtd_timestamp.05.12.2011.11.23;pitch_arm;0.0701786999542131;0
965;cvtd_timestamp.05.12.2011.11.24;pitch_arm;-0.0494115043479182;2,00E+05
966;cvtd_timestamp.05.12.2011.11.25;pitch_arm;-0.154285375282133;0
967;cvtd_timestamp.05.12.2011.14.22;pitch_arm;-0.0731090882724402;0
968;cvtd_timestamp.05.12.2011.14.23;pitch_arm;0.0502852280119057;1,04E+05
969;cvtd_timestamp.05.12.2011.14.24;pitch_arm;0.0412441782105961;5,58E+07
970;cvtd_timestamp.28.11.2011.14.13;pitch_arm;0.0905573800296093;0
971;cvtd_timestamp.28.11.2011.14.14;pitch_arm;-0.0599938641493902;3,23E+01
972;cvtd_timestamp.28.11.2011.14.15;pitch_arm;-0.0676984511092895;2,22E-02
973;cvtd_timestamp.30.11.2011.17.10;pitch_arm;0.033878264078633;3,94E+09
974;cvtd_timestamp.30.11.2011.17.11;pitch_arm;0.0443400209726495;7,39E+06
975;cvtd_timestamp.30.11.2011.17.12;pitch_arm;0.0385805844441912;2,84E+08
976;num_window;pitch_arm;-0.0337546892168794;4,21E+08
977;roll_belt;pitch_arm;0.0626301029785634;2,84E-01
978;pitch_belt;pitch_arm;-0.160783736869564;0
979;yaw_belt;pitch_arm;0.138145888293588;0
980;total_accel_belt;pitch_arm;0.056373247022213;7,70E+02
981;gyros_belt_x;pitch_arm;-0.0333811796374827;5,11E+09
982;gyros_belt_y;pitch_arm;0.00945563239672226;0.251355007777216
983;gyros_belt_z;pitch_arm;-0.0309807602461518;0.000170525936855181
984;accel_belt_x;pitch_arm;0.129528580190099;0
985;accel_belt_y;pitch_arm;0.0342245349690937;3,28E+09
986;accel_belt_z;pitch_arm;-0.0489505803947482;2,82E+05
987;magnet_belt_x;pitch_arm;0.177025962281213;0
988;magnet_belt_y;pitch_arm;0.03052116452784;0.000212806548000044
989;magnet_belt_z;pitch_arm;0.0381743048073558;3,61E+08
990;roll_arm;pitch_arm;-0.0455248240264163;3,29E+06
991;X;yaw_arm;0.0372786780816737;6,08E+08
992;user_name.adelmo;yaw_arm;-0.175911699370064;0
993;user_name.carlitos;yaw_arm;0.0314363367421511;0.000136511520486104
994;user_name.charles;yaw_arm;-0.204519997234365;0
995;user_name.eurico;yaw_arm;0.274503613507747;0
996;user_name.jeremy;yaw_arm;0.00265894303926876;0.747035915305619
997;user_name.pedro;yaw_arm;0.10605390027079;0
998;raw_timestamp_part_1;yaw_arm;-0.108873706992785;0
999;raw_timestamp_part_2;yaw_arm;-0.00721234014175828;0.381616322678683
1000;cvtd_timestamp.02.12.2011.13.32;yaw_arm;0.122434860965743;0
1001;cvtd_timestamp.02.12.2011.13.33;yaw_arm;-0.149776316445063;0
1002;cvtd_timestamp.02.12.2011.13.34;yaw_arm;-0.115690239414795;0
1003;cvtd_timestamp.02.12.2011.13.35;yaw_arm;-0.068028256968692;2,22E-02
